,uid,pairid,lalco,ldep,llife,lcrim,ralco,rdep,rlife,rcrim,secElasped,chosen,order,alcodiff,depdiff,lifediff,crimdiff,gender,age,numberOfChildren,employment,maritalStatus,ethnicity,political,religion,religiousness,econStatus,pairid
5422,4,random,4,2,3,0,4,2,1,0,5,0,22,0,0,2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5423,4,easy2,4,0,1,2,0,2,3,0,5,0,23,4,-2,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy2
5424,4,random,0,2,3,1,4,0,1,0,4,1,24,-4,2,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5425,4,random,2,1,1,0,2,1,3,1,8,1,25,0,0,-2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5426,4,random,4,1,3,0,0,1,3,0,5,0,26,4,0,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5427,4,random,2,2,3,0,2,0,1,2,5,1,27,0,2,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5428,4,random,0,2,3,2,0,0,1,1,3,1,28,0,2,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5429,4,random,4,1,3,2,4,2,3,2,6,0,29,0,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5430,4,random,0,2,1,1,4,0,1,1,42,1,30,-4,2,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5431,4,random,0,0,2,1,4,1,1,2,2,0,31,-4,-1,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5432,4,random,0,1,2,1,4,0,1,1,2,1,32,-4,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5433,4,random,2,1,2,2,2,1,2,0,4,0,33,0,0,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5434,4,hard1,0,0,2,2,2,2,2,0,3,0,34,-2,-2,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard1
5435,4,random,4,1,1,1,4,2,3,1,4,1,35,0,-1,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5436,4,random,0,1,1,0,2,1,2,1,4,1,36,-2,0,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5437,4,random,4,0,2,0,0,0,3,0,4,0,37,4,0,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5438,4,random,2,0,1,2,4,2,3,2,5,0,38,-2,-2,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5439,4,random,4,1,2,2,0,1,2,2,87,0,39,4,0,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5440,4,random,2,2,3,1,4,2,1,2,5,1,40,-2,0,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5441,4,random,4,2,2,2,0,0,3,1,2,1,41,4,2,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5442,4,attcheck,4,0,-1,2,0,2,3,0,2,0,42,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
5443,4,random,0,0,1,1,4,0,3,1,10,1,43,-4,0,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5444,4,random,0,2,1,1,4,1,1,0,4,1,44,-4,1,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5445,4,random,4,2,2,2,2,0,3,2,3,1,45,2,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5446,4,random,2,2,3,2,4,1,3,1,2,1,46,-2,1,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5447,4,random,2,2,2,1,4,1,1,1,6,1,47,-2,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5448,4,random,4,2,1,2,0,1,1,0,5,1,48,4,1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5449,4,attcheck,0,2,3,0,4,0,-1,2,6,1,49,-4,2,4,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
5450,4,random,2,1,2,0,0,2,2,1,3,0,50,2,-1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5451,4,random,2,1,1,1,2,2,1,2,7,0,51,0,-1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5452,4,easy1,0,0,3,0,4,0,1,2,4,1,52,-4,0,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy1
5453,4,random,0,2,1,2,2,2,2,0,5,0,53,-2,0,-1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5454,4,random,4,1,2,2,2,0,3,0,3,1,54,2,1,-1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5455,4,random,4,2,3,0,2,2,2,1,4,0,55,2,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5456,4,random,2,1,3,0,0,1,3,1,4,0,56,2,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5457,4,random,4,2,3,0,0,1,1,0,11,1,57,4,1,2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5458,4,random,4,1,1,0,2,1,3,0,3,0,58,2,0,-2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
5459,4,random,4,2,3,2,4,0,1,1,2,1,59,0,2,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6420,4,random,4,1,2,2,0,1,3,2,25,1,0,4,0,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6421,4,random,4,2,1,2,0,1,3,0,13,1,1,4,1,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6422,4,random,2,1,1,1,2,2,1,1,10,1,2,0,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6423,4,random,4,1,2,2,2,0,3,2,8,0,3,2,1,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6424,4,random,2,0,1,1,4,1,1,1,6,0,4,-2,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6425,4,easy3,0,1,3,0,4,0,1,2,5,1,5,-4,1,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy3
6426,4,random,4,2,1,2,2,1,1,2,8,0,6,2,1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6427,4,random,4,2,2,2,4,1,1,0,11,0,7,0,1,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6428,4,random,0,1,3,0,4,1,2,1,6,1,8,-4,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6429,4,random,4,1,2,1,0,1,1,0,5,0,9,4,0,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6430,4,random,2,0,3,0,4,0,2,1,7,1,10,-2,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6431,4,random,2,1,2,0,4,0,2,1,7,1,11,-2,1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6432,4,random,4,2,1,0,0,1,3,2,5,0,12,4,1,-2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6433,4,random,0,1,1,2,0,0,1,2,6,1,13,0,1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6434,4,random,4,0,1,2,2,2,3,0,4,0,14,2,-2,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6435,4,random,4,1,3,1,2,0,1,0,6,0,15,2,1,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6436,4,random,2,2,1,1,0,0,2,1,4,1,16,2,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6437,4,random,4,0,2,1,4,2,1,1,7,1,17,0,-2,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6438,4,attcheck,4,0,-1,2,0,2,3,0,4,0,18,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6439,4,random,2,0,1,1,2,2,2,0,5,0,19,0,-2,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6440,4,random,0,0,2,0,0,2,2,1,5,0,20,0,-2,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6441,4,random,2,1,3,2,2,0,1,1,6,1,21,0,1,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6442,4,random,2,1,3,0,4,1,2,2,6,1,22,-2,0,1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6443,4,random,2,2,2,2,2,1,3,1,5,1,23,0,1,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6444,4,random,2,0,1,2,4,0,2,0,4,1,24,-2,0,-1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6445,4,random,2,2,3,0,2,1,2,0,6,0,25,0,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6446,4,random,2,2,3,2,4,1,1,2,6,1,26,-2,1,2,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6447,4,random,4,2,1,0,4,2,2,1,6,1,27,0,0,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6448,4,easy2,4,0,1,2,0,2,3,0,5,0,28,4,-2,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy2
6449,4,random,2,1,2,0,0,2,3,2,8,0,29,2,-1,-1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6450,4,random,4,0,3,2,2,2,3,0,41,0,30,2,-2,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6451,4,random,4,2,2,0,2,2,2,1,5,0,31,2,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6452,4,hard2,2,1,2,0,0,0,2,1,4,1,32,2,1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard2
6453,4,random,2,2,3,0,2,0,2,2,4,1,33,0,2,1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6454,4,random,4,1,1,2,0,2,2,1,6,0,34,4,-1,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6455,4,hard3,2,0,2,0,0,1,2,2,4,0,35,2,-1,0,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard3
6456,4,random,2,1,1,1,2,0,1,1,4,1,36,0,1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6457,4,random,4,1,1,0,0,2,3,2,5,0,37,4,-1,-2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6458,4,random,2,2,1,0,4,0,3,2,4,1,38,-2,2,-2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6459,4,random,2,1,3,2,2,2,3,0,8,0,39,0,-1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6460,4,easy1,4,0,1,2,0,0,3,0,5,0,40,4,0,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy1
6461,4,random,4,1,2,2,0,0,1,0,9,1,41,4,1,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6462,4,random,0,2,2,2,0,2,1,2,9,0,42,0,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6463,4,random,0,0,1,2,2,1,2,1,5,0,43,-2,-1,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6464,4,hard1,2,2,2,0,0,0,2,2,4,1,44,2,2,0,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard1
6465,4,random,2,1,3,2,2,2,2,0,5,1,45,0,-1,1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6466,4,random,4,0,3,2,0,1,3,0,4,0,46,4,-1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6467,4,random,2,1,1,1,2,2,3,2,8,1,47,0,-1,-2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6468,4,random,4,0,2,0,2,0,1,1,5,0,48,2,0,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6469,4,random,4,1,2,1,2,1,2,1,5,0,49,2,0,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6470,4,random,4,2,1,0,4,0,2,0,4,1,50,0,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6471,4,attcheck,0,2,3,0,4,0,-1,2,5,1,51,-4,2,4,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6472,4,random,2,1,3,1,4,1,3,2,5,1,52,-2,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6473,4,random,4,1,2,1,0,2,3,2,6,0,53,4,-1,-1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6474,4,random,2,1,3,2,2,1,2,2,7,0,54,0,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6475,4,random,4,0,3,0,4,0,1,2,9,1,55,0,0,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6476,4,random,0,2,2,0,2,0,1,0,4,1,56,-2,2,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6477,4,random,2,0,3,0,2,2,1,1,3,0,57,0,-2,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6478,4,random,2,1,2,1,2,1,3,0,7,1,58,0,0,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6479,4,attcheck,4,0,-1,2,0,2,3,0,2,0,59,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6480,4,random,0,2,2,2,4,0,3,0,15,1,0,-4,2,-1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6481,4,random,4,2,3,0,2,0,1,1,5,1,1,2,2,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6482,4,random,0,2,2,2,2,2,1,1,7,0,2,-2,0,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6483,4,hard2,2,1,2,0,0,0,2,1,6,1,3,2,1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard2
6484,4,random,0,1,3,2,2,1,1,1,5,1,4,-2,0,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6485,4,random,4,2,1,0,2,0,2,0,5,0,5,2,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6486,4,random,2,0,2,1,2,2,1,2,5,0,6,0,-2,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6487,4,attcheck,4,0,-1,2,0,2,3,0,3,0,7,4,-2,-4,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6488,4,random,2,0,3,0,2,1,3,1,6,0,8,0,-1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6489,4,random,2,0,2,1,0,0,1,0,24,0,9,2,0,1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6490,4,easy2,0,2,3,0,4,0,1,2,3,1,10,-4,2,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy2
6491,4,random,2,2,3,1,4,0,1,2,3,1,11,-2,2,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6492,4,random,4,2,1,2,2,1,1,2,3,0,12,2,1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6493,4,random,0,1,2,2,2,1,3,2,3,1,13,-2,0,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6494,4,random,4,1,2,0,4,0,2,1,4,1,14,0,1,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6495,4,random,0,1,3,2,0,0,2,2,2,1,15,0,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6496,4,random,2,2,2,0,2,2,2,1,4,1,16,0,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6497,4,random,2,1,1,0,4,1,2,2,2,1,17,-2,0,-1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6498,4,easy3,4,0,1,2,0,1,3,0,3,0,18,4,-1,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy3
6499,4,random,2,2,3,2,0,0,1,0,3,1,19,2,2,2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6500,4,random,4,1,1,2,2,2,3,0,3,0,20,2,-1,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6501,4,random,0,2,1,0,0,1,1,0,7,1,21,0,1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6502,4,random,4,1,3,1,2,0,1,2,6,0,22,2,1,2,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6503,4,easy1,0,0,3,0,4,0,1,2,3,1,23,-4,0,2,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,easy1
6504,4,random,4,0,3,2,2,1,1,0,3,0,24,2,-1,2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6505,4,random,4,1,3,1,0,1,3,0,11,0,25,4,0,0,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6506,4,hard3,0,1,2,2,2,0,2,0,3,1,26,-2,1,0,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard3
6507,4,random,0,1,2,1,2,1,3,0,10,1,27,-2,0,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6508,4,random,2,1,1,2,4,1,3,0,4,1,28,-2,0,-2,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6509,4,random,0,1,3,0,2,2,3,0,4,1,29,-2,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6510,4,random,2,1,3,0,4,0,2,1,35,1,30,-2,1,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6511,4,random,2,2,2,1,0,2,1,1,4,0,31,2,0,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6512,4,random,2,2,2,0,2,0,3,2,3,1,32,0,2,-1,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6513,4,random,4,1,3,2,2,0,1,1,3,0,33,2,1,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6514,4,random,4,0,1,0,4,0,1,1,5,1,34,0,0,0,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6515,4,random,4,2,1,0,4,0,2,0,3,1,35,0,2,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6516,4,random,2,2,3,0,2,1,2,0,6,0,36,0,1,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6517,4,attcheck,0,2,3,0,4,0,-1,2,3,1,37,-4,2,4,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,attcheck
6518,4,random,0,1,1,0,2,2,2,0,5,1,38,-2,-1,-1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6519,4,random,2,0,1,2,4,1,2,0,3,1,39,-2,-1,-1,2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6520,4,random,0,0,2,1,2,1,2,1,3,1,40,-2,-1,0,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6521,4,random,2,0,2,1,4,2,1,2,3,1,41,-2,-2,1,-1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6522,4,random,0,2,2,1,2,0,1,1,5,1,42,-2,2,1,0,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6523,4,hard1,2,2,2,0,0,0,2,2,4,1,43,2,2,0,-2,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,hard1
6524,4,random,2,2,2,2,4,2,3,1,3,1,44,-2,0,-1,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
6525,4,random,4,0,3,2,4,0,1,1,5,1,45,0,0,2,1,Female,18-24 years old,0,Student,Never been married,Hispanic/Latino,Somewhat conservative,Christian/Catholic,Very religious,61,random
